"Date","Price","Open","High","Low","Vol.","Change %"
"12/27/2016","2,268.9","2,266.2","2,273.8","2,266.1","","0.44%"
"12/26/2016","2,259.0","2,259.3","2,260.3","2,258.5","","-0.21%"
"12/23/2016","2,263.8","2,260.3","2,263.8","2,258.8","","0.13%"
"12/22/2016","2,261.0","2,262.9","2,263.2","2,256.1","","-0.19%"
"12/21/2016","2,265.2","2,270.5","2,271.2","2,265.1","","-0.25%"
"12/20/2016","2,270.8","2,266.5","2,272.6","2,266.1","","0.36%"
"12/19/2016","2,262.5","2,259.2","2,267.5","2,258.2","","0.20%"
"12/16/2016","2,258.1","2,266.8","2,268.1","2,254.2","","-0.18%"
"12/15/2016","2,262.0","2,253.8","2,272.1","2,253.8","","0.39%"
"12/14/2016","2,253.3","2,268.4","2,276.2","2,248.4","","-0.81%"
"12/13/2016","2,271.7","2,263.3","2,277.5","2,263.3","","0.65%"
"12/12/2016","2,257.0","2,258.8","2,264.0","2,252.4","","-0.11%"
"12/09/2016","2,259.5","2,249.7","2,259.8","2,249.2","","0.59%"
"12/08/2016","2,246.2","2,241.1","2,251.7","2,237.6","","0.22%"
"12/07/2016","2,241.4","2,210.7","2,241.6","2,208.9","","1.32%"
"12/06/2016","2,212.2","2,207.3","2,212.8","2,202.2","","0.34%"
"12/05/2016","2,204.7","2,200.6","2,209.4","2,200.0","","0.58%"
"12/02/2016","2,191.9","2,191.1","2,197.9","2,188.4","","0.04%"
"12/01/2016","2,191.1","2,200.2","2,202.6","2,187.4","","-0.35%"
"11/30/2016","2,198.8","2,205.0","2,214.1","2,198.8","","-0.27%"
"11/29/2016","2,204.7","2,200.8","2,210.5","2,198.1","","0.13%"
"11/28/2016","2,201.7","2,210.2","2,211.1","2,200.4","","-0.53%"
"11/25/2016","2,213.4","2,206.3","2,213.4","2,206.3","","0.36%"
"11/24/2016","2,205.5","2,199.3","2,207.0","2,197.8","","0.04%"
"11/23/2016","2,204.7","2,198.6","2,204.7","2,194.5","","0.08%"
"11/22/2016","2,202.9","2,201.6","2,204.8","2,194.5","","0.22%"
"11/21/2016","2,198.2","2,186.4","2,198.7","2,186.4","","0.75%"
"11/18/2016","2,181.9","2,186.9","2,189.9","2,180.4","","-0.24%"
"11/17/2016","2,187.1","2,178.6","2,188.1","2,176.6","","0.47%"
"11/16/2016","2,176.9","2,177.5","2,179.2","2,172.2","","-0.16%"
"11/15/2016","2,180.4","2,168.3","2,180.8","2,166.4","","0.75%"
"11/14/2016","2,164.2","2,165.6","2,171.4","2,156.1","","-0.01%"
"11/11/2016","2,164.4","2,162.7","2,165.9","2,152.5","","-0.14%"
"11/10/2016","2,167.5","2,167.5","2,182.3","2,151.2","","0.20%"
"11/09/2016","2,163.3","2,131.6","2,170.1","2,125.4","","1.11%"
"11/08/2016","2,139.6","2,129.9","2,146.9","2,123.6","","0.38%"
"11/07/2016","2,131.5","2,100.6","2,132.0","2,100.6","","2.22%"
"11/04/2016","2,085.2","2,083.8","2,099.1","2,083.8","","-0.17%"
"11/03/2016","2,088.7","2,098.8","2,102.6","2,085.2","","-0.44%"
"11/02/2016","2,097.9","2,109.4","2,111.8","2,094.0","","-0.65%"
"11/01/2016","2,111.7","2,128.7","2,131.4","2,097.9","","-0.68%"
"10/31/2016","2,126.1","2,129.8","2,133.3","2,125.5","","-0.01%"
"10/28/2016","2,126.4","2,132.2","2,140.7","2,119.4","","-0.31%"
"10/27/2016","2,133.0","2,144.1","2,147.1","2,132.5","","-0.30%"
"10/26/2016","2,139.4","2,137.0","2,145.7","2,131.6","","-0.17%"
"10/25/2016","2,143.2","2,149.7","2,151.4","2,141.9","","-0.38%"
"10/24/2016","2,151.3","2,148.5","2,154.8","2,146.9","","0.47%"
"10/21/2016","2,141.2","2,139.4","2,142.6","2,130.1","","-0.01%"
"10/20/2016","2,141.3","2,142.5","2,147.2","2,133.4","","-0.14%"
"10/19/2016","2,144.3","2,140.8","2,148.4","2,138.1","","0.22%"
"10/18/2016","2,139.6","2,138.3","2,144.4","2,135.5","","0.62%"
"10/17/2016","2,126.5","2,132.9","2,135.6","2,124.4","","-0.30%"
"10/14/2016","2,133.0","2,139.7","2,149.2","2,133.0","","0.02%"
"10/13/2016","2,132.6","2,130.3","2,138.2","2,114.7","","-0.31%"
"10/12/2016","2,139.2","2,137.7","2,145.4","2,132.8","","0.11%"
"10/11/2016","2,136.7","2,161.4","2,161.6","2,128.8","","-1.24%"
"10/10/2016","2,163.7","2,160.4","2,169.6","2,160.4","","0.46%"
"10/07/2016","2,153.7","2,164.2","2,165.9","2,144.9","","-0.33%"
"10/06/2016","2,160.8","2,158.2","2,162.9","2,150.3","","0.05%"
"10/05/2016","2,159.7","2,155.1","2,163.9","2,155.1","","0.43%"
"10/04/2016","2,150.5","2,163.4","2,165.5","2,144.0","","-0.50%"
"10/03/2016","2,161.2","2,164.3","2,164.4","2,154.8","","-0.33%"
"09/30/2016","2,168.3","2,156.5","2,175.3","2,156.5","","0.80%"
"09/29/2016","2,151.1","2,168.9","2,172.7","2,145.2","","-0.93%"
"09/28/2016","2,171.4","2,161.9","2,172.4","2,151.8","","0.53%"
"09/27/2016","2,159.9","2,146.0","2,161.1","2,141.6","","0.64%"
"09/26/2016","2,146.1","2,158.5","2,158.5","2,145.0","","-0.86%"
"09/23/2016","2,164.7","2,173.3","2,173.8","2,164.0","","-0.57%"
"09/22/2016","2,177.2","2,170.9","2,180.0","2,170.9","","0.65%"
"09/21/2016","2,163.1","2,144.6","2,165.1","2,139.6","","1.09%"
"09/20/2016","2,139.8","2,145.9","2,150.8","2,139.2","","0.03%"
"09/19/2016","2,139.1","2,144.0","2,153.6","2,135.9","","0.00%"
"09/16/2016","2,139.2","2,146.5","2,146.5","2,131.2","","-0.38%"
"09/15/2016","2,147.3","2,125.4","2,151.3","2,122.4","","1.01%"
"09/14/2016","2,125.8","2,127.9","2,141.3","2,119.9","","-0.06%"
"09/13/2016","2,127.0","2,150.5","2,150.5","2,120.3","","-1.48%"
"09/12/2016","2,159.0","2,120.9","2,163.3","2,119.1","","1.47%"
"09/09/2016","2,127.8","2,169.1","2,169.1","2,127.8","","-2.45%"
"09/08/2016","2,181.3","2,182.8","2,184.9","2,177.5","","-0.22%"
"09/07/2016","2,186.2","2,185.2","2,187.9","2,179.1","","-0.01%"
"09/06/2016","2,186.5","2,181.6","2,186.6","2,175.1","","0.39%"
"09/05/2016","2,178.0","2,180.8","2,182.3","2,175.0","","-0.13%"
"09/04/2016","2,180.8","2,178.8","2,181.8","2,178.3","","0.04%"
"09/02/2016","2,180.0","2,177.5","2,184.9","2,173.6","","0.42%"
"09/01/2016","2,170.9","2,171.3","2,173.6","2,157.1","","0.00%"
"08/31/2016","2,170.9","2,173.6","2,173.8","2,161.4","","-0.24%"
"08/30/2016","2,176.1","2,179.4","2,182.3","2,170.4","","-0.20%"
"08/29/2016","2,180.4","2,170.2","2,183.5","2,170.2","","0.52%"
"08/26/2016","2,169.0","2,175.1","2,187.9","2,160.4","","-0.16%"
"08/25/2016","2,172.5","2,173.3","2,179.0","2,169.7","","-0.14%"
"08/24/2016","2,175.4","2,185.1","2,186.7","2,171.3","","-0.52%"
"08/23/2016","2,186.9","2,187.8","2,193.4","2,186.8","","0.20%"
"08/22/2016","2,182.6","2,181.6","2,185.1","2,176.0","","-0.06%"
"08/19/2016","2,183.9","2,184.2","2,185.0","2,175.1","","-0.14%"
"08/18/2016","2,187.0","2,181.9","2,187.0","2,180.5","","0.22%"
"08/17/2016","2,182.2","2,177.8","2,183.1","2,168.5","","0.19%"
"08/16/2016","2,178.1","2,186.2","2,186.2","2,178.1","","-0.55%"
"08/15/2016","2,190.1","2,186.1","2,193.8","2,186.1","","0.28%"
"08/12/2016","2,184.1","2,183.7","2,186.3","2,179.4","","-0.08%"
"08/11/2016","2,185.8","2,178.0","2,188.4","2,178.0","","0.47%"
"08/10/2016","2,175.5","2,182.8","2,183.4","2,172.0","","-0.29%"
"08/09/2016","2,181.7","2,182.2","2,187.7","2,178.6","","0.04%"
"08/08/2016","2,180.9","2,183.8","2,185.4","2,177.9","","-0.09%"
"08/05/2016","2,182.9","2,168.8","2,182.9","2,168.8","","0.86%"
"08/04/2016","2,164.3","2,163.5","2,168.2","2,159.1","","0.02%"
"08/03/2016","2,163.8","2,156.8","2,163.8","2,152.6","","0.31%"
"08/02/2016","2,157.0","2,169.9","2,170.2","2,147.6","","-0.64%"
"08/01/2016","2,170.8","2,173.1","2,178.3","2,166.2","","-0.13%"
"07/29/2016","2,173.6","2,168.8","2,177.1","2,163.5","","0.16%"
"07/28/2016","2,170.1","2,166.1","2,172.9","2,159.7","","0.16%"
"07/27/2016","2,166.6","2,169.8","2,175.0","2,159.1","","-0.12%"
"07/26/2016","2,169.2","2,169.0","2,173.5","2,160.2","","0.03%"
"07/25/2016","2,168.5","2,173.7","2,173.7","2,161.9","","-0.30%"
"07/22/2016","2,175.0","2,166.5","2,175.1","2,163.2","","0.46%"
"07/21/2016","2,165.2","2,172.9","2,174.6","2,159.8","","-0.36%"
"07/20/2016","2,173.0","2,166.1","2,175.6","2,164.9","","0.43%"
"07/19/2016","2,163.8","2,163.8","2,164.6","2,159.0","","-0.14%"
"07/18/2016","2,166.9","2,162.0","2,168.4","2,159.6","","0.24%"
"07/15/2016","2,161.7","2,165.1","2,169.1","2,155.8","","-0.09%"
"07/14/2016","2,163.8","2,157.9","2,169.0","2,157.9","","0.53%"
"07/13/2016","2,152.4","2,153.8","2,156.4","2,146.2","","0.01%"
"07/12/2016","2,152.1","2,139.5","2,155.4","2,139.5","","0.70%"
"07/11/2016","2,137.2","2,131.7","2,143.2","2,131.7","","0.34%"
"07/08/2016","2,129.9","2,107.0","2,131.7","2,107.0","","1.53%"
"07/07/2016","2,097.9","2,100.4","2,109.1","2,089.4","","-0.09%"
"07/06/2016","2,099.7","2,084.4","2,100.7","2,074.0","","0.54%"
"07/05/2016","2,088.6","2,095.1","2,095.1","2,080.9","","-0.40%"
"07/04/2016","2,096.9","2,094.5","2,104.8","2,094.3","","0.13%"
"07/03/2016","2,094.3","2,099.3","2,099.8","2,094.3","","-0.41%"
"07/01/2016","2,102.9","2,099.3","2,108.7","2,097.9","","0.19%"
"06/30/2016","2,098.9","2,073.2","2,098.9","2,070.0","","1.36%"
"06/29/2016","2,070.8","2,042.7","2,073.1","2,042.7","","1.70%"
"06/28/2016","2,036.1","2,006.7","2,036.1","2,006.7","","1.78%"
"06/27/2016","2,000.5","2,031.4","2,031.4","1,991.7","","-1.81%"
"06/24/2016","2,037.4","2,103.8","2,103.8","2,032.6","","-3.59%"
"06/23/2016","2,113.3","2,092.8","2,113.3","2,092.8","","1.34%"
"06/22/2016","2,085.4","2,089.8","2,099.7","2,084.4","","-0.17%"
"06/21/2016","2,088.9","2,085.2","2,093.7","2,083.0","","0.27%"
"06/20/2016","2,083.3","2,075.6","2,100.7","2,075.6","","0.58%"
"06/17/2016","2,071.2","2,078.2","2,078.2","2,062.8","","-0.33%"
"06/16/2016","2,078.0","2,066.4","2,079.6","2,050.4","","0.31%"
"06/15/2016","2,071.5","2,077.6","2,085.6","2,069.8","","-0.18%"
"06/14/2016","2,075.3","2,076.6","2,081.3","2,064.1","","-0.18%"
"06/13/2016","2,079.1","2,091.8","2,098.1","2,078.5","","-0.81%"
"06/10/2016","2,096.1","2,109.6","2,109.6","2,090.0","","-0.92%"
"06/09/2016","2,115.5","2,115.6","2,117.6","2,107.7","","-0.17%"
"06/08/2016","2,119.1","2,112.7","2,120.6","2,112.7","","0.33%"
"06/07/2016","2,112.1","2,110.2","2,119.2","2,110.2","","0.13%"
"06/06/2016","2,109.4","2,100.8","2,113.4","2,100.8","","0.49%"
"06/03/2016","2,099.1","2,104.1","2,104.1","2,085.4","","-0.29%"
"06/02/2016","2,105.3","2,097.7","2,105.3","2,088.6","","0.28%"
"06/01/2016","2,099.3","2,093.9","2,101.0","2,085.1","","0.11%"
"05/31/2016","2,097.0","2,100.1","2,103.5","2,088.7","","-0.20%"
"05/30/2016","2,101.3","2,101.3","2,103.8","2,099.8","","-0.01%"
"05/29/2016","2,101.5","2,099.6","2,103.3","2,099.5","","0.12%"
"05/27/2016","2,099.1","2,090.1","2,099.1","2,090.1","","0.43%"
"05/26/2016","2,090.1","2,091.4","2,094.3","2,087.1","","-0.02%"
"05/25/2016","2,090.5","2,078.9","2,094.7","2,078.9","","0.70%"
"05/24/2016","2,076.1","2,052.6","2,079.7","2,052.6","","1.37%"
"05/23/2016","2,048.0","2,052.2","2,055.6","2,047.3","","-0.21%"
"05/20/2016","2,052.3","2,041.9","2,058.4","2,041.9","","0.60%"
"05/19/2016","2,040.0","2,044.2","2,044.2","2,025.9","","-0.37%"
"05/18/2016","2,047.6","2,044.4","2,060.6","2,034.5","","0.02%"
"05/17/2016","2,047.2","2,065.0","2,065.7","2,040.8","","-0.94%"
"05/16/2016","2,066.7","2,046.5","2,071.9","2,046.5","","0.98%"
"05/13/2016","2,046.6","2,062.5","2,066.8","2,043.1","","-0.85%"
"05/12/2016","2,064.1","2,067.2","2,074.0","2,053.1","","-0.02%"
"05/11/2016","2,064.5","2,083.3","2,083.3","2,064.5","","-0.96%"
"05/10/2016","2,084.4","2,062.6","2,084.9","2,062.6","","1.25%"
"05/09/2016","2,058.7","2,057.6","2,064.1","2,054.3","","0.08%"
"05/06/2016","2,057.1","2,047.8","2,057.7","2,039.4","","0.32%"
"05/05/2016","2,050.6","2,052.9","2,060.2","2,045.8","","-0.02%"
"05/04/2016","2,051.1","2,060.3","2,060.3","2,045.6","","-0.59%"
"05/03/2016","2,063.4","2,077.2","2,077.2","2,054.9","","-0.87%"
"05/02/2016","2,081.4","2,067.2","2,083.4","2,066.1","","0.78%"
"04/29/2016","2,065.3","2,071.8","2,073.9","2,052.3","","-0.51%"
"04/28/2016","2,075.8","2,090.9","2,099.3","2,071.6","","-0.92%"
"04/27/2016","2,095.1","2,092.3","2,099.9","2,082.3","","0.16%"
"04/26/2016","2,091.7","2,089.8","2,096.9","2,085.8","","0.19%"
"04/25/2016","2,087.8","2,089.4","2,089.4","2,077.5","","-0.18%"
"04/22/2016","2,091.6","2,091.5","2,094.3","2,081.2","","0.00%"
"04/21/2016","2,091.5","2,102.1","2,103.8","2,088.5","","-0.52%"
"04/20/2016","2,102.4","2,101.5","2,111.1","2,096.3","","0.08%"
"04/19/2016","2,100.8","2,096.1","2,104.1","2,091.7","","0.31%"
"04/18/2016","2,094.3","2,078.8","2,094.7","2,073.6","","0.65%"
"04/15/2016","2,080.7","2,083.1","2,083.2","2,076.3","","-0.10%"
"04/14/2016","2,082.8","2,082.9","2,087.8","2,078.1","","0.02%"
"04/13/2016","2,082.4","2,065.9","2,083.2","2,065.9","","1.00%"
"04/12/2016","2,061.7","2,043.7","2,065.1","2,039.7","","0.97%"
"04/11/2016","2,042.0","2,050.2","2,062.9","2,041.9","","-0.27%"
"04/08/2016","2,047.6","2,045.5","2,060.6","2,041.7","","0.28%"
"04/07/2016","2,041.9","2,063.0","2,063.0","2,033.8","","-1.20%"
"04/06/2016","2,066.7","2,045.6","2,067.3","2,043.1","","1.05%"
"04/05/2016","2,045.2","2,062.5","2,062.5","2,042.6","","-1.01%"
"04/04/2016","2,066.1","2,073.2","2,074.0","2,062.6","","-0.32%"
"04/01/2016","2,072.8","2,056.6","2,075.1","2,044.0","","0.63%"
"03/31/2016","2,059.7","2,063.8","2,067.9","2,057.5","","-0.20%"
"03/30/2016","2,063.9","2,058.3","2,072.2","2,058.3","","0.44%"
"03/29/2016","2,055.0","2,035.8","2,055.9","2,028.3","","0.88%"
"03/28/2016","2,037.1","2,037.9","2,042.7","2,032.0","","0.05%"
"03/24/2016","2,035.9","2,032.5","2,036.0","2,022.5","","-0.04%"
"03/23/2016","2,036.7","2,048.6","2,048.6","2,034.9","","-0.64%"
"03/22/2016","2,049.8","2,048.6","2,056.6","2,040.6","","-0.09%"
"03/21/2016","2,051.6","2,047.9","2,053.9","2,043.1","","0.10%"
"03/18/2016","2,049.6","2,041.2","2,052.4","2,041.2","","0.44%"
"03/17/2016","2,040.6","2,026.9","2,046.2","2,022.2","","0.66%"
"03/16/2016","2,027.2","2,014.2","2,032.0","2,010.0","","0.56%"
"03/15/2016","2,015.9","2,015.3","2,015.9","2,005.2","","-0.18%"
"03/14/2016","2,019.6","2,019.3","2,024.6","2,012.1","","-0.13%"
"03/11/2016","2,022.2","1,994.7","2,022.4","1,994.7","","1.64%"
"03/10/2016","1,989.6","1,991.0","2,005.1","1,969.3","","0.02%"
"03/09/2016","1,989.3","1,981.4","1,992.7","1,979.8","","0.51%"
"03/08/2016","1,979.3","1,996.9","1,996.9","1,977.4","","-1.12%"
"03/07/2016","2,001.8","1,996.1","2,006.1","1,989.4","","0.09%"
"03/04/2016","2,000.0","1,994.0","2,009.1","1,986.8","","0.33%"
"03/03/2016","1,993.4","1,985.6","1,993.7","1,977.4","","0.35%"
"03/02/2016","1,986.4","1,976.6","1,986.5","1,968.8","","0.41%"
"03/01/2016","1,978.3","1,937.1","1,978.3","1,937.1","","2.39%"
"02/29/2016","1,932.2","1,947.1","1,958.3","1,931.8","","-0.81%"
"02/26/2016","1,948.1","1,954.9","1,963.0","1,945.8","","-0.19%"
"02/25/2016","1,951.7","1,931.9","1,951.8","1,925.4","","1.13%"
"02/24/2016","1,929.8","1,917.6","1,932.1","1,891.0","","0.44%"
"02/23/2016","1,921.3","1,942.4","1,942.4","1,919.4","","-1.25%"
"02/22/2016","1,945.5","1,924.4","1,946.7","1,924.4","","1.45%"
"02/19/2016","1,917.8","1,916.7","1,918.8","1,902.2","","0.00%"
"02/18/2016","1,917.8","1,927.6","1,930.0","1,915.1","","-0.47%"
"02/17/2016","1,926.8","1,898.8","1,930.7","1,898.8","","1.65%"
"02/16/2016","1,895.6","1,871.4","1,895.8","1,871.4","","0.65%"
"02/15/2016","1,883.3","1,869.4","1,890.0","1,868.0","","0.74%"
"02/14/2016","1,869.5","1,865.8","1,871.0","1,865.3","","0.25%"
"02/12/2016","1,864.8","1,833.4","1,864.8","1,833.4","","1.95%"
"02/11/2016","1,829.1","1,847.0","1,847.0","1,810.1","","-1.23%"
"02/10/2016","1,851.9","1,857.1","1,881.6","1,850.3","","-0.02%"
"02/09/2016","1,852.2","1,848.5","1,868.3","1,834.9","","-0.07%"
"02/08/2016","1,853.4","1,873.3","1,873.3","1,828.5","","-1.42%"
"02/05/2016","1,880.1","1,913.1","1,913.1","1,872.7","","-1.85%"
"02/04/2016","1,915.4","1,911.7","1,927.3","1,900.5","","0.15%"
"02/03/2016","1,912.5","1,907.1","1,918.0","1,872.2","","0.50%"
"02/02/2016","1,903.0","1,935.3","1,935.3","1,897.3","","-1.87%"
"02/01/2016","1,939.4","1,936.9","1,947.2","1,920.3","","-0.04%"
"01/29/2016","1,940.2","1,894.0","1,940.2","1,894.0","","2.48%"
"01/28/2016","1,893.4","1,885.2","1,903.0","1,873.7","","0.55%"
"01/27/2016","1,882.9","1,902.5","1,917.0","1,872.7","","-1.09%"
"01/26/2016","1,903.6","1,878.8","1,906.7","1,878.8","","1.41%"
"01/25/2016","1,877.1","1,906.3","1,906.3","1,876.0","","-1.56%"
"01/22/2016","1,906.9","1,877.4","1,908.8","1,877.4","","2.03%"
"01/21/2016","1,869.0","1,861.5","1,889.8","1,849.0","","0.52%"
"01/20/2016","1,859.3","1,876.2","1,876.2","1,812.3","","-1.17%"
"01/19/2016","1,881.3","1,888.7","1,901.4","1,864.6","","0.38%"
"01/18/2016","1,874.3","1,869.0","1,890.0","1,865.8","","0.29%"
"01/17/2016","1,868.9","1,869.8","1,873.0","1,860.0","","-0.61%"
"01/15/2016","1,880.3","1,916.7","1,916.7","1,857.8","","-2.16%"
"01/14/2016","1,921.8","1,891.7","1,934.5","1,878.9","","1.67%"
"01/13/2016","1,890.3","1,940.3","1,950.3","1,886.4","","-2.50%"
"01/12/2016","1,938.7","1,927.8","1,947.4","1,914.3","","0.78%"
"01/11/2016","1,923.7","1,926.1","1,935.7","1,901.1","","0.09%"
"01/08/2016","1,922.0","1,946.0","1,960.4","1,918.5","","-1.08%"
"01/07/2016","1,943.1","1,985.3","1,985.3","1,938.8","","-2.37%"
"01/06/2016","1,990.3","2,011.7","2,011.7","1,979.1","","-1.31%"
"01/05/2016","2,016.7","2,013.8","2,021.9","2,004.2","","0.20%"
"01/04/2016","2,012.7","2,038.2","2,038.2","1,989.7","","-1.53%"
"12/31/2015","2,043.9","2,060.6","2,062.5","2,043.6","","-0.94%"
"12/30/2015","2,063.4","2,077.3","2,077.3","2,062.0","","-0.72%"
"12/29/2015","2,078.4","2,060.5","2,081.6","2,060.5","","1.06%"
"12/28/2015","2,056.5","2,057.8","2,057.8","2,044.2","","-0.22%"
"12/24/2015","2,061.0","2,063.5","2,067.4","2,058.7","","-0.16%"
"12/23/2015","2,064.3","2,042.2","2,064.7","2,042.2","","1.24%"
"12/22/2015","2,039.0","2,023.2","2,042.7","2,020.5","","0.88%"
"12/21/2015","2,021.2","2,010.3","2,022.9","2,005.9","","0.78%"
"12/18/2015","2,005.6","2,040.8","2,040.8","2,005.3","","-1.78%"
"12/17/2015","2,041.9","2,073.8","2,076.4","2,041.7","","-1.50%"
"12/16/2015","2,073.1","2,046.5","2,076.7","2,042.4","","1.45%"
"12/15/2015","2,043.4","2,025.6","2,053.9","2,025.6","","1.06%"
"12/14/2015","2,021.9","2,013.4","2,022.9","1,993.3","","0.48%"
"12/11/2015","2,012.4","2,047.3","2,047.3","2,008.8","","-1.94%"
"12/10/2015","2,052.2","2,047.9","2,067.6","2,045.7","","0.23%"
"12/09/2015","2,047.6","2,061.2","2,080.3","2,036.5","","-0.77%"
"12/08/2015","2,063.6","2,073.4","2,073.9","2,052.3","","-0.65%"
"12/07/2015","2,077.1","2,090.4","2,090.4","2,066.8","","-0.70%"
"12/04/2015","2,091.7","2,051.2","2,093.8","2,051.2","","2.05%"
"12/03/2015","2,049.6","2,080.7","2,085.0","2,042.3","","-1.44%"
"12/02/2015","2,079.5","2,101.7","2,104.3","2,077.1","","-1.10%"
"12/01/2015","2,102.6","2,082.9","2,103.4","2,082.9","","1.07%"
"11/30/2015","2,080.4","2,090.9","2,093.8","2,080.4","","-0.46%"
"11/27/2015","2,090.1","2,088.8","2,093.3","2,084.1","","-0.27%"
"11/26/2015","2,095.8","2,089.5","2,098.3","2,088.5","","0.33%"
"11/25/2015","2,088.9","2,089.3","2,093.0","2,086.3","","-0.01%"
"11/24/2015","2,089.1","2,084.4","2,094.1","2,070.3","","0.12%"
"11/23/2015","2,086.6","2,089.4","2,095.6","2,081.4","","-0.12%"
"11/20/2015","2,089.2","2,082.8","2,097.1","2,082.8","","0.38%"
"11/19/2015","2,081.2","2,083.7","2,086.7","2,078.8","","-0.11%"
"11/18/2015","2,083.6","2,052.0","2,085.3","2,052.0","","1.62%"
"11/17/2015","2,050.4","2,053.7","2,066.7","2,045.9","","-0.13%"
"11/16/2015","2,053.2","2,022.1","2,053.2","2,019.4","","1.49%"
"11/13/2015","2,023.0","2,044.6","2,044.6","2,022.0","","-1.12%"
"11/12/2015","2,046.0","2,072.3","2,072.3","2,045.7","","-1.40%"
"11/11/2015","2,075.0","2,083.4","2,086.9","2,074.9","","-0.32%"
"11/10/2015","2,081.7","2,077.2","2,083.7","2,069.9","","0.15%"
"11/09/2015","2,078.6","2,096.6","2,096.6","2,068.2","","-0.98%"
"11/06/2015","2,099.2","2,098.6","2,101.9","2,083.7","","-0.03%"
"11/05/2015","2,099.9","2,101.7","2,108.8","2,090.4","","-0.11%"
"11/04/2015","2,102.3","2,110.6","2,114.6","2,097.0","","-0.35%"
"11/03/2015","2,109.8","2,102.6","2,116.5","2,097.5","","0.27%"
"11/02/2015","2,104.1","2,080.8","2,106.2","2,080.8","","1.19%"
"10/30/2015","2,079.4","2,090.0","2,094.3","2,079.3","","-0.48%"
"10/29/2015","2,089.4","2,088.4","2,092.5","2,082.6","","-0.04%"
"10/28/2015","2,090.4","2,066.5","2,090.4","2,063.1","","1.18%"
"10/27/2015","2,065.9","2,068.8","2,070.4","2,058.8","","-0.26%"
"10/26/2015","2,071.2","2,075.1","2,075.1","2,066.5","","-0.19%"
"10/23/2015","2,075.1","2,058.2","2,079.7","2,058.2","","1.10%"
"10/22/2015","2,052.5","2,021.9","2,055.2","2,021.9","","1.66%"
"10/21/2015","2,018.9","2,033.5","2,038.0","2,017.2","","-0.58%"
"10/20/2015","2,030.8","2,033.1","2,039.1","2,026.6","","-0.14%"
"10/19/2015","2,033.7","2,031.7","2,034.4","2,022.3","","0.03%"
"10/16/2015","2,033.1","2,024.4","2,033.5","2,020.5","","0.46%"
"10/15/2015","2,023.9","1,996.5","2,024.2","1,996.5","","1.49%"
"10/14/2015","1,994.2","2,003.7","2,009.6","1,990.7","","-0.47%"
"10/13/2015","2,003.7","2,015.0","2,022.3","2,001.8","","-0.68%"
"10/12/2015","2,017.5","2,015.7","2,018.7","2,010.6","","0.13%"
"10/09/2015","2,014.9","2,013.7","2,020.1","2,007.6","","0.07%"
"10/08/2015","2,013.4","1,994.0","2,016.5","1,987.5","","0.88%"
"10/07/2015","1,995.8","1,982.3","1,999.3","1,976.4","","0.80%"
"10/06/2015","1,979.9","1,986.6","1,991.6","1,972.0","","-0.36%"
"10/05/2015","1,987.1","1,954.3","1,989.2","1,954.3","","1.83%"
"10/02/2015","1,951.4","1,921.8","1,951.4","1,893.7","","1.43%"
"10/01/2015","1,923.8","1,919.7","1,927.2","1,900.7","","0.20%"
"09/30/2015","1,920.0","1,887.1","1,920.5","1,887.1","","1.91%"
"09/29/2015","1,884.1","1,881.9","1,899.5","1,871.9","","0.12%"
"09/28/2015","1,881.8","1,929.2","1,929.2","1,879.2","","-2.57%"
"09/25/2015","1,931.3","1,935.9","1,952.9","1,921.5","","-0.05%"
"09/24/2015","1,932.2","1,934.8","1,937.2","1,908.9","","-0.34%"
"09/23/2015","1,938.8","1,943.2","1,949.5","1,932.6","","-0.20%"
"09/22/2015","1,942.7","1,961.4","1,961.4","1,929.2","","-1.23%"
"09/21/2015","1,967.0","1,960.8","1,979.6","1,955.8","","0.46%"
"09/18/2015","1,958.0","1,989.7","1,989.7","1,953.4","","-1.62%"
"09/17/2015","1,990.2","1,995.3","2,020.9","1,986.7","","-0.26%"
"09/16/2015","1,995.3","1,978.0","1,997.3","1,977.9","","0.87%"
"09/15/2015","1,978.1","1,955.1","1,983.2","1,954.3","","1.28%"
"09/14/2015","1,953.0","1,963.1","1,963.1","1,948.3","","-0.41%"
"09/11/2015","1,961.1","1,951.4","1,961.1","1,939.2","","0.45%"
"09/10/2015","1,952.3","1,941.6","1,965.3","1,937.2","","0.53%"
"09/09/2015","1,942.0","1,971.4","1,988.6","1,937.9","","-1.39%"
"09/08/2015","1,969.4","1,927.3","1,970.4","1,927.3","","1.57%"
"09/07/2015","1,938.9","1,925.5","1,944.2","1,919.7","","0.69%"
"09/06/2015","1,925.8","1,917.4","1,928.9","1,916.9","","0.24%"
"09/04/2015","1,921.2","1,947.8","1,947.8","1,911.2","","-1.53%"
"09/03/2015","1,951.1","1,950.8","1,975.0","1,944.7","","0.12%"
"09/02/2015","1,948.9","1,916.5","1,948.9","1,916.5","","1.83%"
"09/01/2015","1,913.8","1,970.1","1,970.1","1,903.1","","-2.96%"
"08/31/2015","1,972.2","1,986.7","1,986.7","1,966.0","","-0.84%"
"08/28/2015","1,988.9","1,986.1","1,993.5","1,975.2","","0.06%"
"08/27/2015","1,987.7","1,942.8","1,989.6","1,942.8","","2.43%"
"08/26/2015","1,940.5","1,872.8","1,943.1","1,872.8","","3.90%"
"08/25/2015","1,867.6","1,898.1","1,948.0","1,867.1","","-1.35%"
