"Date","Price","Open","High","Low","Vol.","Change %"
"09/20/2012","1,460.3","1,461.1","1,461.2","1,450.0","","-0.05%"
"09/19/2012","1,461.1","1,459.5","1,465.2","1,457.9","","0.12%"
"09/18/2012","1,459.3","1,461.2","1,461.5","1,456.1","","-0.13%"
"09/17/2012","1,461.2","1,465.4","1,465.6","1,457.6","","-0.31%"
"09/14/2012","1,465.8","1,460.1","1,474.5","1,460.1","","0.40%"
"09/13/2012","1,460.0","1,436.6","1,463.8","1,435.3","","1.63%"
"09/12/2012","1,436.6","1,433.6","1,439.2","1,433.0","","0.21%"
"09/11/2012","1,433.6","1,429.1","1,437.8","1,429.1","","0.31%"
"09/10/2012","1,429.1","1,437.9","1,438.7","1,429.0","","-0.61%"
"09/07/2012","1,437.9","1,432.1","1,437.9","1,431.4","","0.40%"
"09/06/2012","1,432.1","1,403.4","1,432.1","1,403.4","","2.04%"
"09/05/2012","1,403.4","1,404.9","1,408.8","1,401.3","","-0.11%"
"09/04/2012","1,404.9","1,406.5","1,409.3","1,396.6","","-0.12%"
"08/31/2012","1,406.6","1,400.1","1,413.1","1,399.0","","0.51%"
"08/30/2012","1,399.5","1,410.1","1,410.1","1,397.0","","-0.78%"
"08/29/2012","1,410.5","1,409.3","1,413.9","1,406.6","","0.08%"
"08/28/2012","1,409.3","1,410.4","1,413.6","1,405.6","","-0.08%"
"08/27/2012","1,410.4","1,411.1","1,416.2","1,409.1","","-0.05%"
"08/24/2012","1,411.1","1,402.0","1,413.5","1,398.0","","0.65%"
"08/23/2012","1,402.1","1,413.5","1,413.5","1,400.5","","-0.81%"
"08/22/2012","1,413.5","1,413.1","1,416.1","1,406.8","","0.02%"
"08/21/2012","1,413.2","1,418.1","1,426.7","1,410.9","","-0.35%"
"08/20/2012","1,418.1","1,417.8","1,418.1","1,412.1","","0.00%"
"08/17/2012","1,418.2","1,415.8","1,418.7","1,414.7","","0.19%"
"08/16/2012","1,415.5","1,406.6","1,417.4","1,404.2","","0.71%"
"08/15/2012","1,405.5","1,403.9","1,407.7","1,401.8","","0.11%"
"08/14/2012","1,403.9","1,404.4","1,410.0","1,400.6","","-0.01%"
"08/13/2012","1,404.1","1,405.9","1,405.9","1,397.3","","-0.13%"
"08/10/2012","1,405.9","1,402.6","1,406.0","1,395.6","","0.22%"
"08/09/2012","1,402.8","1,402.3","1,405.9","1,398.8","","0.04%"
"08/08/2012","1,402.2","1,401.2","1,404.1","1,396.1","","0.06%"
"08/07/2012","1,401.3","1,394.5","1,407.1","1,394.5","","0.51%"
"08/06/2012","1,394.2","1,391.0","1,399.6","1,391.0","","0.23%"
"08/03/2012","1,391.0","1,365.4","1,394.2","1,365.4","","1.90%"
"08/02/2012","1,365.0","1,375.1","1,375.1","1,354.7","","-0.74%"
"08/01/2012","1,375.1","1,379.3","1,385.0","1,373.3","","-0.30%"
"07/31/2012","1,379.3","1,385.3","1,387.2","1,379.2","","-0.43%"
"07/30/2012","1,385.3","1,385.9","1,391.7","1,381.4","","-0.05%"
"07/27/2012","1,386.0","1,360.1","1,389.2","1,360.1","","1.91%"
"07/26/2012","1,360.0","1,338.2","1,363.1","1,338.2","","1.65%"
"07/25/2012","1,337.9","1,338.3","1,344.0","1,331.5","","-0.03%"
"07/24/2012","1,338.3","1,350.5","1,351.5","1,329.2","","-0.90%"
"07/23/2012","1,350.5","1,362.3","1,362.3","1,337.6","","-0.89%"
"07/20/2012","1,362.7","1,376.5","1,376.5","1,362.2","","-1.01%"
"07/19/2012","1,376.5","1,373.0","1,380.4","1,371.2","","0.27%"
"07/18/2012","1,372.8","1,363.6","1,375.3","1,359.0","","0.67%"
"07/17/2012","1,363.7","1,353.7","1,365.4","1,345.1","","0.74%"
"07/16/2012","1,353.6","1,356.5","1,357.3","1,348.5","","-0.23%"
"07/13/2012","1,356.8","1,334.8","1,357.7","1,334.8","","1.65%"
"07/12/2012","1,334.8","1,341.3","1,341.3","1,325.4","","-0.50%"
"07/11/2012","1,341.4","1,341.4","1,345.0","1,333.3","","0.00%"
"07/10/2012","1,341.5","1,353.0","1,361.5","1,336.3","","-0.81%"
"07/09/2012","1,352.5","1,354.7","1,354.9","1,346.7","","-0.16%"
"07/06/2012","1,354.7","1,367.1","1,367.1","1,348.0","","-0.94%"
"07/05/2012","1,367.6","1,373.7","1,373.8","1,363.0","","-0.47%"
"07/03/2012","1,374.0","1,365.8","1,374.8","1,363.5","","0.62%"
"07/02/2012","1,365.5","1,362.3","1,366.3","1,355.7","","0.25%"
"06/29/2012","1,362.2","1,330.1","1,362.2","1,330.1","","2.49%"
"06/28/2012","1,329.0","1,331.5","1,331.5","1,313.3","","-0.21%"
"06/27/2012","1,331.8","1,320.7","1,334.4","1,320.7","","0.90%"
"06/26/2012","1,320.0","1,314.1","1,324.2","1,310.3","","0.48%"
"06/25/2012","1,313.7","1,334.9","1,334.9","1,309.3","","-1.60%"
"06/22/2012","1,335.0","1,325.9","1,337.8","1,325.9","","0.72%"
"06/21/2012","1,325.5","1,355.4","1,358.3","1,324.4","","-2.23%"
"06/20/2012","1,355.7","1,358.0","1,361.6","1,346.4","","-0.17%"
"06/19/2012","1,358.0","1,344.8","1,363.5","1,344.8","","0.98%"
"06/18/2012","1,344.8","1,342.4","1,348.2","1,334.5","","0.14%"
"06/15/2012","1,342.8","1,329.2","1,343.3","1,329.2","","1.03%"
"06/14/2012","1,329.1","1,314.9","1,333.7","1,314.1","","1.08%"
"06/13/2012","1,314.9","1,324.0","1,327.3","1,310.5","","-0.70%"
"06/12/2012","1,324.2","1,309.4","1,324.3","1,306.6","","1.17%"
"06/11/2012","1,308.9","1,325.7","1,335.5","1,307.7","","-1.26%"
"06/08/2012","1,325.7","1,315.0","1,325.8","1,307.8","","0.81%"
"06/07/2012","1,315.0","1,316.2","1,329.1","1,312.7","","-0.01%"
"06/06/2012","1,315.1","1,285.6","1,315.1","1,285.6","","2.30%"
"06/05/2012","1,285.5","1,277.8","1,287.6","1,274.2","","0.57%"
"06/04/2012","1,278.2","1,278.3","1,282.6","1,266.7","","0.01%"
"06/01/2012","1,278.0","1,309.9","1,309.9","1,277.3","","-2.46%"
"05/31/2012","1,310.3","1,313.1","1,319.7","1,298.9","","-0.23%"
"05/30/2012","1,313.3","1,331.3","1,331.3","1,310.8","","-1.43%"
"05/29/2012","1,332.4","1,318.9","1,334.9","1,318.9","","1.11%"
"05/25/2012","1,317.8","1,320.8","1,324.2","1,314.2","","-0.22%"
"05/24/2012","1,320.7","1,318.7","1,324.1","1,310.5","","0.14%"
"05/23/2012","1,318.9","1,316.0","1,320.7","1,296.5","","0.17%"
"05/22/2012","1,316.6","1,316.1","1,328.5","1,310.0","","0.05%"
"05/21/2012","1,316.0","1,295.7","1,316.4","1,295.7","","1.60%"
"05/18/2012","1,295.2","1,305.1","1,312.2","1,292.0","","-0.74%"
"05/17/2012","1,304.9","1,324.8","1,326.4","1,304.9","","-1.51%"
"05/16/2012","1,324.8","1,330.8","1,341.8","1,324.8","","-0.44%"
"05/15/2012","1,330.7","1,338.4","1,344.9","1,328.4","","-0.57%"
"05/14/2012","1,338.3","1,351.9","1,351.9","1,336.6","","-1.11%"
"05/11/2012","1,353.4","1,358.1","1,365.7","1,348.9","","-0.34%"
"05/10/2012","1,358.0","1,354.6","1,365.9","1,354.6","","0.25%"
"05/09/2012","1,354.6","1,363.2","1,363.7","1,343.1","","-0.67%"
"05/08/2012","1,363.7","1,369.2","1,369.2","1,347.8","","-0.43%"
"05/07/2012","1,369.6","1,368.8","1,373.9","1,363.9","","0.04%"
"05/04/2012","1,369.1","1,391.5","1,391.5","1,368.0","","-1.61%"
"05/03/2012","1,391.6","1,402.3","1,403.1","1,388.7","","-0.77%"
"05/02/2012","1,402.3","1,405.5","1,405.5","1,393.9","","-0.25%"
"05/01/2012","1,405.8","1,397.9","1,415.3","1,395.7","","0.57%"
"04/30/2012","1,397.9","1,403.3","1,403.3","1,394.0","","-0.39%"
"04/27/2012","1,403.4","1,400.2","1,406.6","1,397.3","","0.24%"
"04/26/2012","1,400.0","1,390.6","1,402.1","1,387.3","","0.67%"
"04/25/2012","1,390.7","1,372.1","1,391.4","1,372.1","","1.36%"
"04/24/2012","1,372.0","1,367.0","1,375.6","1,366.8","","0.37%"
"04/23/2012","1,366.9","1,378.5","1,378.5","1,358.8","","-0.84%"
"04/20/2012","1,378.5","1,377.0","1,387.4","1,377.0","","0.12%"
"04/19/2012","1,376.9","1,385.1","1,390.5","1,370.3","","-0.59%"
"04/18/2012","1,385.1","1,390.8","1,390.8","1,383.3","","-0.41%"
"04/17/2012","1,390.8","1,369.6","1,392.8","1,369.6","","1.55%"
"04/16/2012","1,369.6","1,370.3","1,379.7","1,365.4","","-0.05%"
"04/13/2012","1,370.3","1,387.6","1,387.6","1,369.8","","-1.25%"
"04/12/2012","1,387.6","1,368.8","1,388.1","1,368.8","","1.38%"
"04/11/2012","1,368.7","1,359.0","1,374.7","1,359.0","","0.74%"
"04/10/2012","1,358.6","1,382.2","1,383.0","1,357.4","","-1.71%"
"04/09/2012","1,382.2","1,397.4","1,397.4","1,378.2","","-0.58%"
"04/06/2012","1,390.3","1,390.5","1,394.8","1,372.0","","-0.56%"
"04/05/2012","1,398.1","1,398.8","1,401.6","1,392.9","","-0.06%"
"04/04/2012","1,399.0","1,413.1","1,413.1","1,394.1","","-1.02%"
"04/03/2012","1,413.4","1,419.0","1,419.0","1,404.6","","-0.40%"
"04/02/2012","1,419.0","1,408.5","1,422.4","1,404.5","","0.75%"
"03/30/2012","1,408.5","1,403.3","1,410.9","1,401.4","","0.37%"
"03/29/2012","1,403.3","1,405.4","1,405.4","1,391.6","","-0.16%"
"03/28/2012","1,405.5","1,412.5","1,413.7","1,397.2","","-0.49%"
"03/27/2012","1,412.5","1,416.6","1,419.2","1,411.9","","-0.28%"
"03/26/2012","1,416.5","1,397.1","1,416.6","1,397.1","","1.39%"
"03/23/2012","1,397.1","1,392.8","1,399.2","1,386.9","","0.31%"
"03/22/2012","1,392.8","1,402.9","1,402.9","1,388.7","","-0.72%"
"03/21/2012","1,402.9","1,405.5","1,407.8","1,400.6","","-0.19%"
"03/20/2012","1,405.5","1,409.6","1,409.6","1,397.7","","-0.30%"
"03/19/2012","1,409.8","1,404.2","1,414.0","1,402.4","","0.40%"
"03/16/2012","1,404.2","1,402.6","1,405.9","1,401.5","","0.11%"
"03/15/2012","1,402.6","1,394.2","1,402.6","1,392.8","","0.60%"
"03/14/2012","1,394.3","1,395.9","1,399.4","1,390.0","","-0.12%"
"03/13/2012","1,395.9","1,371.9","1,396.1","1,371.9","","1.81%"
"03/12/2012","1,371.1","1,370.8","1,373.0","1,366.7","","0.02%"
"03/09/2012","1,370.9","1,366.0","1,374.8","1,366.0","","0.36%"
"03/08/2012","1,365.9","1,352.7","1,368.7","1,352.7","","0.98%"
"03/07/2012","1,352.6","1,343.4","1,354.8","1,343.4","","0.69%"
"03/06/2012","1,343.4","1,363.6","1,363.6","1,340.0","","-1.54%"
"03/05/2012","1,364.3","1,369.6","1,369.6","1,359.1","","-0.39%"
"03/02/2012","1,369.6","1,374.1","1,374.5","1,366.4","","-0.32%"
"03/01/2012","1,374.1","1,365.9","1,376.2","1,365.9","","0.62%"
"02/29/2012","1,365.7","1,372.2","1,378.0","1,363.8","","-0.47%"
"02/28/2012","1,372.2","1,367.6","1,373.1","1,366.0","","0.34%"
"02/27/2012","1,367.6","1,365.2","1,371.9","1,354.9","","0.14%"
"02/24/2012","1,365.7","1,363.5","1,368.9","1,363.5","","0.17%"
"02/23/2012","1,363.5","1,357.5","1,364.2","1,352.3","","0.43%"
"02/22/2012","1,357.7","1,362.1","1,362.7","1,355.5","","-0.33%"
"02/21/2012","1,362.2","1,361.2","1,367.8","1,358.1","","0.07%"
"02/17/2012","1,361.2","1,358.1","1,363.4","1,357.2","","0.23%"
"02/16/2012","1,358.0","1,342.6","1,359.0","1,341.2","","1.10%"
"02/15/2012","1,343.2","1,350.5","1,355.9","1,340.8","","-0.54%"
"02/14/2012","1,350.5","1,351.3","1,351.3","1,340.8","","-0.09%"
"02/13/2012","1,351.8","1,343.1","1,353.3","1,343.1","","0.68%"
"02/10/2012","1,342.6","1,351.2","1,351.2","1,337.3","","-0.69%"
"02/09/2012","1,351.9","1,350.0","1,354.3","1,344.6","","0.15%"
"02/08/2012","1,350.0","1,347.0","1,351.0","1,341.9","","0.22%"
"02/07/2012","1,347.1","1,344.3","1,349.2","1,335.9","","0.20%"
"02/06/2012","1,344.3","1,344.3","1,344.4","1,337.5","","-0.04%"
"02/03/2012","1,344.9","1,326.2","1,345.3","1,326.2","","1.46%"
"02/02/2012","1,325.5","1,324.2","1,329.2","1,321.6","","0.11%"
"02/01/2012","1,324.1","1,312.4","1,330.5","1,312.4","","0.89%"
"01/31/2012","1,312.4","1,313.5","1,321.4","1,306.7","","-0.05%"
"01/30/2012","1,313.0","1,316.2","1,316.2","1,300.5","","-0.25%"
"01/27/2012","1,316.3","1,318.3","1,320.1","1,311.7","","-0.16%"
"01/26/2012","1,318.4","1,326.3","1,333.5","1,313.6","","-0.57%"
"01/25/2012","1,326.1","1,314.4","1,328.3","1,307.7","","0.87%"
"01/24/2012","1,314.7","1,316.0","1,316.0","1,306.1","","-0.10%"
"01/23/2012","1,316.0","1,315.3","1,322.3","1,309.9","","0.05%"
"01/20/2012","1,315.4","1,314.5","1,315.4","1,309.2","","0.07%"
"01/19/2012","1,314.5","1,308.1","1,315.5","1,308.1","","0.49%"
"01/18/2012","1,308.0","1,293.7","1,308.1","1,291.0","","1.11%"
"01/17/2012","1,293.7","1,290.2","1,303.0","1,290.2","","0.36%"
"01/13/2012","1,289.1","1,294.8","1,294.8","1,277.6","","-0.49%"
"01/12/2012","1,295.5","1,292.5","1,296.8","1,285.8","","0.23%"
"01/11/2012","1,292.5","1,292.0","1,293.8","1,285.4","","0.03%"
"01/10/2012","1,292.1","1,280.8","1,296.5","1,280.8","","0.89%"
"01/09/2012","1,280.7","1,277.8","1,282.0","1,274.6","","0.23%"
"01/06/2012","1,277.8","1,280.9","1,281.8","1,273.3","","-0.25%"
"01/05/2012","1,281.1","1,277.3","1,283.1","1,265.3","","0.29%"
"01/04/2012","1,277.3","1,277.0","1,278.7","1,268.1","","0.02%"
"01/03/2012","1,277.1","1,258.9","1,284.6","1,258.9","","1.55%"
"12/30/2011","1,257.6","1,262.8","1,264.1","1,257.5","","-0.43%"
"12/29/2011","1,263.0","1,249.8","1,263.5","1,249.8","","1.07%"
"12/28/2011","1,249.6","1,265.4","1,265.8","1,248.6","","-1.25%"
"12/27/2011","1,265.4","1,265.0","1,269.4","1,262.3","","0.01%"
"12/23/2011","1,265.3","1,254.0","1,265.4","1,254.0","","0.90%"
"12/22/2011","1,254.0","1,243.7","1,255.2","1,243.7","","0.83%"
"12/21/2011","1,243.7","1,241.3","1,245.1","1,229.5","","0.19%"
"12/20/2011","1,241.3","1,205.7","1,242.8","1,205.7","","2.98%"
"12/19/2011","1,205.3","1,219.7","1,224.6","1,202.4","","-1.17%"
"12/16/2011","1,219.7","1,216.1","1,231.0","1,215.2","","0.32%"
"12/15/2011","1,215.8","1,212.1","1,225.6","1,212.1","","0.32%"
"12/14/2011","1,211.8","1,225.7","1,225.7","1,209.5","","-1.13%"
"12/13/2011","1,225.7","1,236.8","1,249.9","1,219.4","","-0.87%"
"12/12/2011","1,236.5","1,255.1","1,255.1","1,227.3","","-1.49%"
"12/09/2011","1,255.2","1,234.5","1,258.3","1,234.5","","1.69%"
"12/08/2011","1,234.3","1,260.9","1,260.9","1,231.5","","-2.11%"
"12/07/2011","1,261.0","1,258.1","1,267.1","1,244.8","","0.20%"
"12/06/2011","1,258.5","1,257.2","1,266.0","1,253.0","","0.11%"
"12/05/2011","1,257.1","1,244.3","1,266.7","1,244.3","","1.03%"
"12/02/2011","1,244.3","1,246.0","1,260.1","1,243.3","","-0.02%"
"12/01/2011","1,244.6","1,246.9","1,251.1","1,239.7","","-0.19%"
"11/30/2011","1,247.0","1,196.7","1,247.1","1,196.7","","4.33%"
"11/29/2011","1,195.2","1,192.6","1,203.7","1,191.8","","0.22%"
"11/28/2011","1,192.6","1,158.7","1,197.3","1,158.7","","2.92%"
"11/25/2011","1,158.7","1,161.4","1,172.7","1,158.7","","-0.27%"
"11/23/2011","1,161.8","1,187.5","1,187.5","1,161.8","","-2.21%"
"11/22/2011","1,188.0","1,193.0","1,196.8","1,181.7","","-0.41%"
"11/21/2011","1,193.0","1,215.6","1,215.6","1,183.2","","-1.86%"
"11/18/2011","1,215.7","1,216.2","1,223.5","1,211.4","","-0.04%"
"11/17/2011","1,216.1","1,236.6","1,237.7","1,209.4","","-1.68%"
"11/16/2011","1,236.9","1,257.8","1,259.6","1,235.7","","-1.66%"
"11/15/2011","1,257.8","1,251.7","1,264.3","1,244.3","","0.48%"
"11/14/2011","1,251.8","1,263.8","1,263.8","1,246.7","","-0.96%"
"11/11/2011","1,263.8","1,240.1","1,267.0","1,240.1","","1.95%"
"11/10/2011","1,239.7","1,229.6","1,246.2","1,227.7","","0.86%"
"11/09/2011","1,229.1","1,275.2","1,275.2","1,226.6","","-3.67%"
"11/08/2011","1,275.9","1,261.1","1,277.6","1,255.0","","1.17%"
"11/07/2011","1,261.1","1,253.2","1,261.7","1,240.8","","0.63%"
"11/04/2011","1,253.2","1,260.8","1,260.8","1,238.9","","-0.63%"
"11/03/2011","1,261.2","1,238.3","1,263.2","1,234.8","","1.88%"
"11/02/2011","1,237.9","1,219.6","1,242.5","1,219.6","","1.61%"
"11/01/2011","1,218.3","1,251.0","1,251.0","1,215.4","","-2.79%"
"10/31/2011","1,253.3","1,285.0","1,285.0","1,253.2","","-2.47%"
"10/28/2011","1,285.1","1,284.4","1,287.1","1,277.0","","0.04%"
"10/27/2011","1,284.6","1,244.0","1,292.7","1,244.0","","3.43%"
"10/26/2011","1,242.0","1,229.2","1,246.3","1,221.1","","1.05%"
"10/25/2011","1,229.1","1,254.2","1,254.2","1,226.8","","-2.00%"
"10/24/2011","1,254.2","1,238.7","1,256.6","1,238.7","","1.29%"
"10/21/2011","1,238.3","1,215.4","1,239.0","1,215.4","","1.88%"
"10/20/2011","1,215.4","1,211.1","1,219.5","1,197.3","","0.46%"
"10/19/2011","1,209.9","1,223.5","1,229.6","1,206.3","","-1.26%"
"10/18/2011","1,225.4","1,200.8","1,233.1","1,191.5","","2.04%"
"10/17/2011","1,200.9","1,224.5","1,224.5","1,198.6","","-1.94%"
"10/14/2011","1,224.6","1,205.7","1,224.6","1,205.7","","1.74%"
"10/13/2011","1,203.7","1,207.0","1,207.5","1,190.6","","-0.30%"
"10/12/2011","1,207.3","1,196.2","1,220.3","1,196.2","","0.98%"
"10/11/2011","1,195.5","1,194.6","1,199.2","1,187.3","","0.05%"
"10/10/2011","1,194.9","1,158.2","1,194.9","1,158.2","","3.41%"
"10/07/2011","1,155.5","1,165.0","1,171.4","1,150.3","","-0.82%"
"10/06/2011","1,165.0","1,144.1","1,165.6","1,134.9","","1.83%"
"10/05/2011","1,144.0","1,124.0","1,146.1","1,115.7","","1.79%"
"10/04/2011","1,123.9","1,097.4","1,125.1","1,074.8","","2.25%"
"10/03/2011","1,099.2","1,131.2","1,139.0","1,098.9","","-2.85%"
"09/30/2011","1,131.4","1,159.9","1,159.9","1,131.3","","-2.50%"
"09/29/2011","1,160.4","1,151.7","1,175.9","1,139.9","","0.81%"
"09/28/2011","1,151.1","1,175.4","1,184.7","1,150.4","","-2.07%"
"09/27/2011","1,175.4","1,163.3","1,195.9","1,163.3","","1.07%"
"09/26/2011","1,162.9","1,136.9","1,164.2","1,131.1","","2.33%"
"09/23/2011","1,136.4","1,128.8","1,141.7","1,121.4","","0.61%"
"09/22/2011","1,129.6","1,164.6","1,164.6","1,114.2","","-3.19%"
"09/21/2011","1,166.8","1,203.6","1,206.3","1,166.2","","-2.94%"
"09/20/2011","1,202.1","1,204.5","1,220.4","1,201.3","","-0.17%"
"09/19/2011","1,204.1","1,215.0","1,215.0","1,188.4","","-0.98%"
"09/16/2011","1,216.0","1,209.2","1,220.1","1,204.5","","0.57%"
"09/15/2011","1,209.1","1,189.4","1,209.1","1,189.4","","1.72%"
"09/14/2011","1,188.7","1,173.3","1,202.4","1,162.7","","1.35%"
"09/13/2011","1,172.9","1,162.6","1,176.4","1,157.4","","0.91%"
"09/12/2011","1,162.3","1,153.5","1,162.5","1,136.1","","0.70%"
"09/09/2011","1,154.2","1,185.4","1,185.4","1,148.4","","-2.67%"
"09/08/2011","1,185.9","1,198.0","1,204.4","1,183.3","","-1.06%"
"09/07/2011","1,198.6","1,165.8","1,198.6","1,165.8","","2.86%"
"09/06/2011","1,165.2","1,174.0","1,174.0","1,140.1","","-0.74%"
"09/02/2011","1,174.0","1,203.9","1,203.9","1,170.6","","-2.53%"
"09/01/2011","1,204.4","1,219.1","1,229.3","1,203.8","","-1.19%"
"08/31/2011","1,218.9","1,213.0","1,230.7","1,209.3","","0.49%"
"08/30/2011","1,212.9","1,209.8","1,220.1","1,195.8","","0.23%"
"08/29/2011","1,210.1","1,177.9","1,210.3","1,177.9","","2.83%"
"08/26/2011","1,176.8","1,158.8","1,181.2","1,135.9","","1.51%"
"08/25/2011","1,159.3","1,176.7","1,190.7","1,155.5","","-1.56%"
"08/24/2011","1,177.6","1,162.2","1,178.6","1,156.3","","1.31%"
"08/23/2011","1,162.3","1,124.4","1,162.3","1,122.9","","3.43%"
"08/22/2011","1,123.8","1,123.6","1,145.5","1,121.1","","0.03%"
"08/19/2011","1,123.5","1,140.5","1,154.5","1,122.1","","-1.50%"
"08/18/2011","1,140.7","1,189.6","1,189.6","1,131.0","","-4.46%"
"08/17/2011","1,193.9","1,192.9","1,208.5","1,184.4","","0.09%"
"08/16/2011","1,192.8","1,204.2","1,204.2","1,180.5","","-0.97%"
"08/15/2011","1,204.5","1,178.9","1,204.5","1,178.9","","2.18%"
"08/12/2011","1,178.8","1,172.9","1,189.0","1,170.7","","0.53%"
"08/11/2011","1,172.6","1,121.3","1,186.3","1,121.3","","4.63%"
"08/10/2011","1,120.8","1,171.8","1,171.8","1,118.0","","-4.42%"
"08/09/2011","1,172.5","1,120.2","1,172.9","1,101.5","","4.74%"
"08/08/2011","1,119.5","1,198.5","1,198.5","1,119.3","","-6.66%"
"08/05/2011","1,199.4","1,200.3","1,218.1","1,168.1","","-0.06%"
"08/04/2011","1,200.1","1,260.2","1,260.2","1,199.5","","-4.78%"
"08/03/2011","1,260.3","1,254.3","1,261.2","1,234.6","","0.50%"
"08/02/2011","1,254.1","1,286.6","1,286.6","1,254.0","","-2.56%"
"08/01/2011","1,286.9","1,292.6","1,307.4","1,274.7","","-0.41%"
"07/29/2011","1,292.3","1,300.1","1,304.2","1,282.9","","-0.65%"
"07/28/2011","1,300.7","1,304.8","1,316.3","1,299.2","","-0.32%"
"07/27/2011","1,304.9","1,331.9","1,331.9","1,303.5","","-2.03%"
"07/26/2011","1,331.9","1,337.4","1,338.5","1,329.6","","-0.41%"
"07/25/2011","1,337.4","1,344.3","1,344.3","1,331.1","","-0.56%"
"07/22/2011","1,345.0","1,343.8","1,346.1","1,336.9","","0.09%"
"07/21/2011","1,343.8","1,325.7","1,347.0","1,325.7","","1.35%"
"07/20/2011","1,325.8","1,328.7","1,330.4","1,323.7","","-0.07%"
"07/19/2011","1,326.7","1,307.1","1,328.1","1,307.1","","1.63%"
"07/18/2011","1,305.4","1,315.9","1,315.9","1,295.9","","-0.81%"
"07/15/2011","1,316.1","1,308.9","1,317.7","1,307.5","","0.56%"
"07/14/2011","1,308.9","1,317.7","1,326.9","1,306.5","","-0.67%"
"07/13/2011","1,317.7","1,314.4","1,331.5","1,314.4","","0.31%"
"07/12/2011","1,313.6","1,319.6","1,327.2","1,313.3","","-0.44%"
"07/11/2011","1,319.5","1,343.3","1,343.3","1,316.4","","-1.81%"
"07/08/2011","1,343.8","1,352.4","1,352.4","1,333.7","","-0.70%"
"07/07/2011","1,353.2","1,339.6","1,356.5","1,339.6","","1.05%"
"07/06/2011","1,339.2","1,337.6","1,340.9","1,330.9","","0.10%"
"07/05/2011","1,337.9","1,339.6","1,340.9","1,334.3","","-0.13%"
"07/01/2011","1,339.7","1,320.6","1,341.0","1,318.2","","1.44%"
"06/30/2011","1,320.6","1,307.6","1,322.0","1,307.6","","1.01%"
"06/29/2011","1,307.4","1,296.8","1,309.2","1,296.8","","0.83%"
"06/28/2011","1,296.7","1,280.2","1,296.8","1,280.2","","1.29%"
"06/27/2011","1,280.1","1,268.4","1,284.9","1,267.5","","0.92%"
"06/24/2011","1,268.4","1,283.0","1,283.9","1,267.2","","-1.17%"
"06/23/2011","1,283.5","1,286.6","1,286.6","1,262.9","","-0.28%"
"06/22/2011","1,287.1","1,295.5","1,298.6","1,286.8","","-0.65%"
"06/21/2011","1,295.5","1,278.4","1,297.6","1,278.4","","1.34%"
"06/20/2011","1,278.4","1,271.5","1,280.4","1,267.6","","0.54%"
"06/17/2011","1,271.5","1,268.6","1,279.8","1,267.4","","0.30%"
"06/16/2011","1,267.6","1,265.5","1,274.1","1,258.1","","0.18%"
"06/15/2011","1,265.4","1,287.9","1,287.9","1,261.9","","-1.74%"
"06/14/2011","1,287.9","1,272.2","1,292.5","1,272.2","","1.26%"
"06/13/2011","1,271.8","1,271.3","1,277.0","1,265.6","","0.07%"
"06/10/2011","1,271.0","1,288.6","1,288.6","1,268.3","","-1.40%"
"06/09/2011","1,289.0","1,279.6","1,294.5","1,279.6","","0.74%"
"06/08/2011","1,279.6","1,284.6","1,287.0","1,277.4","","-0.42%"
"06/07/2011","1,284.9","1,286.3","1,296.2","1,284.7","","-0.10%"
"06/06/2011","1,286.2","1,300.3","1,300.3","1,284.7","","-1.08%"
"06/03/2011","1,300.2","1,312.9","1,312.9","1,297.9","","-0.97%"
"06/02/2011","1,312.9","1,314.6","1,318.0","1,305.6","","-0.12%"
"06/01/2011","1,314.6","1,345.2","1,345.2","1,313.7","","-2.28%"
"05/31/2011","1,345.2","1,331.1","1,345.2","1,331.1","","1.06%"
"05/27/2011","1,331.1","1,325.7","1,334.6","1,325.7","","0.41%"
"05/26/2011","1,325.7","1,320.6","1,328.5","1,314.4","","0.40%"
"05/25/2011","1,320.5","1,316.4","1,325.9","1,311.8","","0.32%"
"05/24/2011","1,316.3","1,317.7","1,323.7","1,313.9","","-0.08%"
"05/23/2011","1,317.4","1,333.1","1,333.1","1,312.9","","-1.19%"
"05/20/2011","1,333.3","1,342.0","1,342.0","1,330.7","","-0.77%"
"05/19/2011","1,343.6","1,342.4","1,346.8","1,336.4","","0.22%"
"05/18/2011","1,340.7","1,328.5","1,341.8","1,326.6","","0.88%"
"05/17/2011","1,329.0","1,326.1","1,330.4","1,318.5","","-0.04%"
"05/16/2011","1,329.5","1,334.8","1,343.3","1,327.3","","-0.62%"
"05/13/2011","1,337.8","1,348.7","1,350.5","1,333.4","","-0.81%"
"05/12/2011","1,348.7","1,339.4","1,351.1","1,332.0","","0.49%"
"05/11/2011","1,342.1","1,354.5","1,354.5","1,336.4","","-1.11%"
"05/10/2011","1,357.2","1,348.3","1,359.4","1,348.3","","0.81%"
"05/09/2011","1,346.3","1,340.2","1,349.4","1,338.6","","0.45%"
"05/06/2011","1,340.2","1,340.2","1,354.4","1,335.6","","0.38%"
"05/05/2011","1,335.1","1,344.2","1,348.0","1,329.2","","-0.91%"
"05/04/2011","1,347.3","1,355.9","1,355.9","1,341.5","","-0.69%"
"05/03/2011","1,356.6","1,359.8","1,360.8","1,349.5","","-0.34%"
"05/02/2011","1,361.2","1,365.2","1,370.6","1,358.6","","-0.18%"
"04/29/2011","1,363.6","1,360.1","1,364.6","1,358.7","","0.23%"
